 61 3067.627589 2.270E-25 6.973E-02.04500.058 1976.39770.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20A2 16        19A1  1     434332403638 7 1 7   205.0  195.0
 61 3067.630711 4.035E-23 7.660E-03.05900.078  219.94510.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    6A2  9         6A1  1     344332453638 7 1 7    65.0   65.0
 61 3067.639300 6.218E-23 1.240E+01.03200.054 1462.70760.75-.006135    0 0 1 1 1F1    0 0 0 1 1F2    6E  32         5E   2     332333332329 1 1 1    26.0   22.0
 61 3067.690931 1.496E-26 7.666E-03.04400.058 1976.57420.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20F2 49        19F1  4     334332403638 7 1 7   123.0  117.0
 61 3067.693385 3.426E-27 6.445E-05.04600.063 1252.02760.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   16F2 44        15F1  4     334332453638 7 1 7    99.0   93.0
 61 3067.696142 1.933E-26 7.050E-02.04500.057 2399.47510.58-.006100    0 1 0 1 1F2    0 0 0 0 1A1   22F2 51        21F1  5     333332403637 7 1 7   135.0  129.0
 61 3067.699333 4.072E-25 2.009E-03.04700.065  950.13640.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F2 46        13F1  2     334332453638 7 1 7    87.0   81.0
 61 3067.699621 1.797E-29 1.577E-06.04500.060 1592.35940.61-.006100    0 1 0 1 1F1    0 0 0 0 1A1   18F1 46        17F2  1     234332403638 7 1 7   111.0  105.0
 61 3067.718468 2.348E-25 2.930E-01.03900.063 2057.91670.75-.006135    0 2 0 1 2F2    0 0 0 1 1F2   12F1100        12F2  3     332333332329 1 1 1    75.0   75.0
 61 3067.743562 1.573E-22 4.308E-02.06500.079   62.87570.73-.006100    0 2 0 0 1E     0 0 0 0 1A1    3F2 16         3F1  1     454332453638 7 1 7    21.0   21.0
 61 3067.846042 4.703E-25 1.747E-01.04400.069 1639.65060.75-.006136    0 1 1 0 1F2    0 1 0 0 1E     5F2 69         4F1  5     332333332329 1 1 1    33.0   27.0
 61 3067.874442 2.251E-26 2.104E-04.04700.065 1095.25180.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F1 45        14F2  1     334332453638 7 1 7    93.0   87.0
 61 3067.913885 1.115E-23 2.096E-01.04600.063 1251.80710.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   16F2 44        15F1  3     344332453638 7 1 7    99.0   93.0
 61 3067.918236 2.595E-24 4.855E-01.04500.100 1716.09270.75-.006136    0 0 1 1 1F2    0 0 0 1 1F2    9A2 26         8A1  2     332333332329 1 1 1    95.0   85.0
 61 3067.939720 2.348E-25 9.505E-02.03900.062 1691.72580.75-.006136    0 1 1 0 1F1    0 1 0 0 1E     6F2 78         5F1  5     332333332329 1 1 1    39.0   33.0
 61 3067.943181 3.417E-28 1.862E-03.04500.057 2398.61720.58-.006100    0 1 0 1 1F2    0 0 0 0 1A1   22E  35        21E   2     233332403637 7 1 7    90.0   86.0
 61 3067.981223 1.794E-24 2.431E-01.04400.068 1432.18050.75-.006136    0 0 1 1 1F1    0 0 0 1 1F2    5F1 50         4F2  3     332333332329 1 1 1    33.0   27.0
 61 3067.994333 5.779E-26 2.848E-04.04700.065  949.84140.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F2 46        13F1  1     334332453638 7 1 7    87.0   81.0
 61 3067.994417 3.900E-25 5.468E-03.03900.065 1095.25120.62-.006100    0 1 0 1 1F1    0 0 0 0 1A1   15E  29        14E   1     434332403638 7 1 7    62.0   58.0
 61 3068.023230 9.827E-26 5.029E-02.04400.058 1976.24190.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20F2 49        19F1  3     434332403638 7 1 7   123.0  117.0
 61 3068.024736 4.525E-23 1.240E-02.06500.079   62.87680.73-.006100    0 2 0 0 1E     0 0 0 0 1A1    3F1 18         3F2  1     344332453638 7 1 7    21.0   21.0
 61 3068.130485 4.762E-27 8.942E-05.04600.063 1251.59050.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   16F2 44        15F1  2     334332453638 7 1 7    99.0   93.0
 61 3068.130953 1.844E-23 7.625E-03.05600.077  157.13710.72-.006100    0 2 0 0 1A1    0 0 0 0 1A1    5E  16         5E   1     344332453638 7 1 7    22.0   22.0
 61 3068.164471 6.517E-26 5.002E-02.03800.058 1976.19960.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20E  33        19E   2     334332403638 7 1 7    82.0   78.0
 61 3068.193255 3.487E-28 1.269E-03.04500.057 2398.97780.58-.006100    0 1 0 1 1F2    0 0 0 0 1A1   22F2 51        21F1  4     233332403637 7 1 7   135.0  129.0
 61 3068.246552 1.616E-29 1.418E-06.04500.060 1592.35890.61-.006100    0 1 0 1 1F2    0 0 0 0 1A1   18F2 47        17F1  1     234332403638 7 1 7   111.0  105.0
 61 3068.306608 6.074E-23 1.674E-02.06500.077  157.12780.72-.006100    0 2 0 0 1A1    0 0 0 0 1A1    5F1 25         5F2  1     354332453638 7 1 7    33.0   33.0
 61 3068.325480 6.975E-25 2.843E-01.03900.062 1693.10180.75-.006137    0 1 1 0 1F1    0 1 0 0 1E     6F1 77         5F2  6     332333332329 1 1 1    39.0   33.0
 61 3068.357824 1.044E-23 1.030E+00.04700.099 1561.56730.75-.006137    1 0 0 1 1F2    0 0 0 1 1F2    8A1 18         7A2  1     332333332329 1 1 1    85.0   75.0
 61 3068.443601 2.041E-24 7.994E-04.06200.075  293.16440.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    7F1 32         7F2  2     344332453638 7 1 7    45.0   45.0
 61 3068.450264 3.420E-24 7.607E-01.04700.099 1639.17800.75-.006137    0 1 1 0 1F2    0 1 0 0 1E     5A2 25         4A1  2     332333332329 1 1 1    55.0   45.0
 61 3068.461746 1.110E-23 4.348E-03.06200.075  293.17850.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    7F2 30         7F1  2     344332453638 7 1 7    45.0   45.0
 61 3068.481601 4.906E-25 1.921E-04.06200.075  293.12640.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    7F1 32         7F2  1     334332453638 7 1 7    45.0   45.0
 61 3068.483520 8.529E-25 4.737E-01.03200.055 1638.91500.75-.006137    0 1 1 0 1F2    0 1 0 0 1E     5E  47         4E   3     332333332329 1 1 1    22.0   18.0
 61 3068.491145 1.126E-29 5.951E-07.04600.060 1593.05600.61-.006100    0 1 0 1 1F2    0 0 0 0 1A1   18A2 16        17A1  1     334332403638 7 1 7   185.0  175.0
 61 3068.494691 2.643E-25 5.601E-02.04400.069 1558.50010.75-.006137    0 2 0 1 2F2    0 0 0 1 1F2    6F2 71         6F1  5     332333332329 1 1 1    39.0   39.0
 61 3068.504166 8.565E-23 3.357E-02.05600.078  104.77600.72-.006100    0 2 0 0 1E     0 0 0 0 1A1    4E  14         4E   1     354332453638 7 1 7    18.0   18.0
 61 3068.517346 3.774E-25 1.478E-04.06200.075  293.12290.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    7F2 30         7F1  1     334332453638 7 1 7    45.0   45.0
 61 3068.530227 1.252E-24 4.637E-01.04400.069 1638.96660.75-.006137    0 1 1 0 1F2    0 1 0 0 1E     5F2 69         4F1  4     332333332329 1 1 1    33.0   27.0
 61 3068.533774 6.776E-25 1.284E-01.04500.100 1718.65390.75-.006137    0 0 1 1 1F2    0 0 0 1 1F2    9A1 25         8A2  2     332333332329 1 1 1    95.0   85.0
 61 3068.540313 5.724E-28 2.923E-04.04400.058 1975.72490.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20F2 49        19F1  2     234332403638 7 1 7   123.0  117.0
 61 3068.540516 4.284E-24 1.119E-03.06500.078  104.77990.72-.006100    0 2 0 0 1E     0 0 0 0 1A1    4F1 19         4F2  1     344332453638 7 1 7    27.0   27.0
 61 3068.572507 5.779E-23 1.510E-02.06500.078  104.77460.72-.006100    0 2 0 0 1E     0 0 0 0 1A1    4F2 21         4F1  1     354332453638 7 1 7    27.0   27.0
 61 3068.580537 3.085E-25 6.548E-02.04400.069 1558.80960.75-.006137    0 2 0 1 2F2    0 0 0 1 1F2    6F1 69         6F2  5     332333332329 1 1 1    39.0   39.0
 61 3068.593342 2.730E-25 3.507E-02.04700.099 1526.21460.75-.006137    1 1 0 0 1E     0 0 0 1 1F2    5A1 19         6A2  1     332333332329 1 1 1    55.0   65.0
 61 3068.635396 6.218E-24 1.024E+00.04400.069 1561.71940.75-.006137    1 0 0 1 1F2    0 0 0 1 1F2    8F1 51         7F2  1     332333332329 1 1 1    51.0   45.0
 61 3068.706770 7.061E-24 1.991E-01.03800.063 1251.77970.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   16E  30        15E   2     344332453638 7 1 7    66.0   62.0
 61 3068.733557 4.504E-25 1.832E-01.03900.062 1692.61320.75-.006137    0 1 1 0 1F1    0 1 0 0 1E     6F2 79         5F1  6     332333332329 1 1 1    39.0   33.0
 61 3068.884885 1.023E-26 1.915E-04.04600.063 1250.83610.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   16F2 44        15F1  1     334332453638 7 1 7    99.0   93.0
 61 3068.986009 2.144E-25 1.033E-01.03900.062 1693.10180.75-.006138    0 3 0 0 1A1    0 1 0 0 1E     5F1 76         5F2  6     332333332329 1 1 1    33.0   33.0
 61 3068.989095 5.939E-24 9.788E-01.04400.069 1561.89580.75-.006138    1 0 0 1 1F2    0 0 0 1 1F2    8F2 52         7F1  1     332333332329 1 1 1    51.0   45.0
